TaxonomyID,Segment,UniProt_ID,vFamilyID,vSuperfamily,vSCOP
437342,NS2,A6M5L9,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
666651,NS2,C8CT35,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
666651,NS2,C8CT35,46966,Spectrin repeat,10-88
1176104,NS2,J9VAC5,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
374443,NS2,Q1G7M4,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
374443,NS2,Q1G7M4,46966,Spectrin repeat,11-88
374439,NS2,Q1G7N5,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
1068961,NS2,Q77Q08,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
1068961,NS2,Q77Q08,46966,Spectrin repeat,10-88
644199,NS2,C4ALH0,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
266827,NS2,Q5L4F6,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
428669,NS2,A5A5U4,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
427773,NS2,A4GXG6,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
402526,NS2,Q0A2J3,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
402526,NS2,Q0A2J3,46966,Spectrin repeat,10-88
392809,NS2,H9XIJ1,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
284218,NS2,Q6DP92,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
428668,NS2,A5A5U2,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
381518,NS2,Q89733,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
393902,NS2,B4URD0,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
132504,NS2,Q76MT9,101156,"Nonstructural protein ns2, Nep, M1-binding domain",63-116
