UniprotID,Protein,mFamilyID,mSuperfamily,mSCOP,Organ
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2453-2538,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9546-9633,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32817-32916,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2171-2269,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,16903-16991,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2977-3062,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,15193-15282,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,28272-28365,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,18322-18408,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31933-32023,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30154-30242,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,24740-24828,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13364-13450,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14789-14884,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26905-26993,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34505-34596,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,"16476-16511,16540-16596",Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33369-33450,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2631-2711,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17609-17706,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2275-2362,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21491-21581,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22573-22662,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,20404-20493,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14430-14522,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2541-2625,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23659-23746,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2360-2434,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13717-13802,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,12993-13090,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13277-13360,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2711-2790,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14698-14778,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3145-3240,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13543-13625,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13097-13174,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34837-34915,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13189-13272,Brain
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13899-13981,Brain
O08665,SEM3A_MOUSE,48726,Immunoglobulin,584-668,Brain
Q64151,SEM4C_MOUSE,48726,Immunoglobulin,559-637,Brain
Q9QUR8,SEM7A_MOUSE,48726,Immunoglobulin,547-618,Brain
O89026,ROBO1_MOUSE,48726,Immunoglobulin,219-315,Brain
O89026,ROBO1_MOUSE,48726,Immunoglobulin,304-407,Brain
O89026,ROBO1_MOUSE,48726,Immunoglobulin,415-511,Brain
O89026,ROBO1_MOUSE,48726,Immunoglobulin,133-227,Brain
O89026,ROBO1_MOUSE,48726,Immunoglobulin,27-127,Brain
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,314-413,Brain
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,221-317,Brain
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,421-511,Brain
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,135-229,Brain
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,29-129,Brain
Q9DBV4,MXRA8_MOUSE,48726,Immunoglobulin,37-159,Brain
Q9DBV4,MXRA8_MOUSE,48726,Immunoglobulin,169-293,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,405-490,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2533-2626,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2894-2981,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2430-2523,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2799-2897,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1954-2041,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1678-1770,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2616-2704,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1774-1858,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2149-2234,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2051-2136,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1864-1951,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2721-2812,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2246-2331,Brain
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2344-2439,Brain
P15209,NTRK2_MOUSE,48726,Immunoglobulin,201-290,Brain
P15209,NTRK2_MOUSE,48726,Immunoglobulin,283-382,Brain
Q61361,PGCB_MOUSE,48726,Immunoglobulin,42-154,Brain
O08747,UNC5C_MOUSE,48726,Immunoglobulin,168-260,Brain
O08747,UNC5C_MOUSE,48726,Immunoglobulin,62-164,Brain
Q00993,UFO_MOUSE,48726,Immunoglobulin,133-218,Brain
Q00993,UFO_MOUSE,48726,Immunoglobulin,26-122,Brain
Q62151,RAGE_MOUSE,48726,Immunoglobulin,234-319,Brain
Q62151,RAGE_MOUSE,48726,Immunoglobulin,24-116,Brain
Q62151,RAGE_MOUSE,48726,Immunoglobulin,142-207,Brain
B0V2N1,PTPRS_MOUSE,48726,Immunoglobulin,31-133,Brain
B0V2N1,PTPRS_MOUSE,48726,Immunoglobulin,135-227,Brain
B0V2N1,PTPRS_MOUSE,48726,Immunoglobulin,230-324,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,226-314,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,593-693,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,688-787,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,1289-1388,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,408-508,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,309-397,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,509-599,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,788-891,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,128-221,Brain
Q4VA61,DSCL1_MOUSE,48726,Immunoglobulin,32-119,Brain
P08101,FCGR2_MOUSE,48726,Immunoglobulin,115-202,Brain
P08101,FCGR2_MOUSE,48726,Immunoglobulin,34-114,Brain
P16092,FGFR1_MOUSE,48726,Immunoglobulin,255-358,Brain
P16092,FGFR1_MOUSE,48726,Immunoglobulin,163-249,Brain
P16092,FGFR1_MOUSE,48726,Immunoglobulin,39-126,Brain
Q80ZD9,AMGO2_MOUSE,48726,Immunoglobulin,298-369,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,240-334,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,412-509,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,327-409,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,504-610,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,57-132,Brain
P12960,CNTN1_MOUSE,48726,Immunoglobulin,136-223,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,323-415,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,247-331,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,432-516,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,512-614,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,55-124,Brain
Q61330,CNTN2_MOUSE,48726,Immunoglobulin,140-225,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,417-504,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,309-402,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,224-310,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,497-601,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,24-116,Brain
Q69Z26,CNTN4_MOUSE,48726,Immunoglobulin,124-203,Brain
Q91ZV8,AGRA2_MOUSE,48726,Immunoglobulin,249-343,Brain
Q32MD9,CDON_MOUSE,48726,Immunoglobulin,304-396,Brain
Q32MD9,CDON_MOUSE,48726,Immunoglobulin,403-518,Brain
Q32MD9,CDON_MOUSE,48726,Immunoglobulin,228-309,Brain
Q32MD9,CDON_MOUSE,48726,Immunoglobulin,27-112,Brain
Q32MD9,CDON_MOUSE,48726,Immunoglobulin,123-198,Brain
Q80ZD8,AMGO1_MOUSE,48726,Immunoglobulin,278-358,Brain
P21803,FGFR2_MOUSE,48726,Immunoglobulin,256-359,Brain
P21803,FGFR2_MOUSE,48726,Immunoglobulin,171-250,Brain
P21803,FGFR2_MOUSE,48726,Immunoglobulin,39-124,Brain
Q8C2S7,AMGO3_MOUSE,48726,Immunoglobulin,285-362,Brain
P09581,CSF1R_MOUSE,48726,Immunoglobulin,202-296,Brain
P09581,CSF1R_MOUSE,48726,Immunoglobulin,97-192,Brain
P09581,CSF1R_MOUSE,48726,Immunoglobulin,312-408,Brain
P09581,CSF1R_MOUSE,48726,Immunoglobulin,21-102,Brain
P09581,CSF1R_MOUSE,48726,Immunoglobulin,397-496,Brain
Q5STE3,FSTL4_MOUSE,48726,Immunoglobulin,333-429,Brain
Q5STE3,FSTL4_MOUSE,48726,Immunoglobulin,255-346,Brain
Q61851,FGFR3_MOUSE,48726,Immunoglobulin,247-350,Brain
Q61851,FGFR3_MOUSE,48726,Immunoglobulin,156-241,Brain
Q61851,FGFR3_MOUSE,48726,Immunoglobulin,47-127,Brain
P22646,CD3E_MOUSE,48726,Immunoglobulin,28-92,Brain
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,146-250,Brain
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,334-422,Brain
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,419-515,Brain
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,50-151,Brain
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,246-332,Brain
Q99KG5,LSR_MOUSE,48726,Immunoglobulin,"38-86,123-171",Brain
P13595,NCAM1_MOUSE,48726,Immunoglobulin,204-309,Brain
P13595,NCAM1_MOUSE,48726,Immunoglobulin,403-503,Brain
P13595,NCAM1_MOUSE,48726,Immunoglobulin,308-408,Brain
P13595,NCAM1_MOUSE,48726,Immunoglobulin,23-113,Brain
P13595,NCAM1_MOUSE,48726,Immunoglobulin,120-213,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,238-329,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,438-540,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,535-632,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,344-444,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,48-132,Brain
Q0PMG2,MDGA1_MOUSE,48726,Immunoglobulin,129-217,Brain
P55144,TYRO3_MOUSE,48726,Immunoglobulin,39-135,Brain
P55144,TYRO3_MOUSE,48726,Immunoglobulin,129-204,Brain
Q8R5M8,CADM1_MOUSE,48726,Immunoglobulin,242-339,Liver
Q8R5M8,CADM1_MOUSE,48726,Immunoglobulin,146-246,Liver
Q8R5M8,CADM1_MOUSE,48726,Immunoglobulin,53-148,Liver
Q99KG5,LSR_MOUSE,48726,Immunoglobulin,"38-86,123-171",Liver
P70387,HFE_MOUSE,48726,Immunoglobulin,226-311,Liver
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,"218-258,286-293,335-400",Kidney
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,586-678,Kidney
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,404-493,Kidney
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,118-212,Kidney
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,494-581,Kidney
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,23-103,Kidney
O89026,ROBO1_MOUSE,48726,Immunoglobulin,219-315,Kidney
O89026,ROBO1_MOUSE,48726,Immunoglobulin,304-407,Kidney
O89026,ROBO1_MOUSE,48726,Immunoglobulin,415-511,Kidney
O89026,ROBO1_MOUSE,48726,Immunoglobulin,133-227,Kidney
O89026,ROBO1_MOUSE,48726,Immunoglobulin,27-127,Kidney
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,314-413,Kidney
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,221-317,Kidney
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,421-511,Kidney
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,135-229,Kidney
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,29-129,Kidney
P26618,PGFRA_MOUSE,48726,Immunoglobulin,316-414,Kidney
P26618,PGFRA_MOUSE,48726,Immunoglobulin,117-206,Kidney
P26618,PGFRA_MOUSE,48726,Immunoglobulin,222-307,Kidney
P26618,PGFRA_MOUSE,48726,Immunoglobulin,35-107,Kidney
P05622,PGFRB_MOUSE,48726,Immunoglobulin,221-305,Kidney
P05622,PGFRB_MOUSE,48726,Immunoglobulin,330-415,Kidney
P05622,PGFRB_MOUSE,48726,Immunoglobulin,39-107,Kidney
P05622,PGFRB_MOUSE,48726,Immunoglobulin,417-526,Kidney
P16092,FGFR1_MOUSE,48726,Immunoglobulin,255-358,Kidney
P16092,FGFR1_MOUSE,48726,Immunoglobulin,163-249,Kidney
P16092,FGFR1_MOUSE,48726,Immunoglobulin,39-126,Kidney
Q9JM58,CRLF1_MOUSE,48726,Immunoglobulin,44-126,Kidney
P21803,FGFR2_MOUSE,48726,Immunoglobulin,256-359,Kidney
P21803,FGFR2_MOUSE,48726,Immunoglobulin,171-250,Kidney
P21803,FGFR2_MOUSE,48726,Immunoglobulin,39-124,Kidney
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,146-250,Kidney
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,334-422,Kidney
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,419-515,Kidney
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,50-151,Kidney
Q8BR86,KIRR3_MOUSE,48726,Immunoglobulin,246-332,Kidney
P22272,IL6RA_MOUSE,48726,Immunoglobulin,34-113,Kidney
Q02858,TIE2_MOUSE,48726,Immunoglobulin,369-446,Kidney
Q02858,TIE2_MOUSE,48726,Immunoglobulin,132-210,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,253-354,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,871-958,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,353-454,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,655-756,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,558-660,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,48-132,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,159-254,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,747-848,Kidney
Q9QZS7,NPHN_MOUSE,48726,Immunoglobulin,458-560,Kidney
Q62059,CSPG2_MOUSE,48726,Immunoglobulin,28-147,Kidney
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7159-7257,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8570-8669,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,944-1036,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34923-35014,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4625-4723,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7627-7722,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9041-9133,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5001-5100,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8100-8198,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7346-7441,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7252-7352,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5749-5845,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5563-5662,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8846-8940,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6125-6224,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5843-5940,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7908-8004,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19305-19399,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4439-4536,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8476-8565,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6585-6683,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4343-4435,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6688-6787,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26101-26200,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6967-7062,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34351-34442,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3509-3600,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8287-8383,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6308-6405,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7534-7625,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6031-6124,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4532-4629,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8193-8293,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3243-3336,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9233-9328,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,102-195,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23937-24036,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8663-8756,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32322-32418,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34641-34732,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5936-6032,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6-99,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6218-6316,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5656-5755,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5281-5378,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6781-6876,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7060-7155,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33583-33675,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4812-4907,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8758-8853,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33477-33577,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14066-14159,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6405-6501,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9344-9435,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5190-5282,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,16176-16274,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,20688-20787,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21094-21182,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7722-7818,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,15485-15576,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8945-9036,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7816-7912,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5094-5191,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6875-6970,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,7439-7539,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3348-3439,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25422-25514,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,18612-18707,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1295-1386,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2082-2176,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4907-4997,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1082-1173,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1461-1554,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29069-29160,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31532-31627,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32714-32809,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,6498-6595,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8380-8480,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5472-5558,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,24340-24432,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,23258-23350,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9137-9234,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,8002-8093,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34163-34254,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,5374-5469,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25024-25118,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3056-3149,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17911-18012,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1845-1938,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27184-27281,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22863-22954,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9715-9811,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30444-30536,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14250-14328,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19706-19796,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13807-13899,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27586-27678,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,21782-21871,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19994-20091,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29756-29847,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,17195-17292,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,35118-35211,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,22176-22266,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9632-9715,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13452-13538,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26506-26597,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30846-30933,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14607-14696,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13988-14079,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1707-1802,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,19015-19104,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,28669-28761,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,12920-13002,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,3625-3717,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,29362-29452,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4251-4344,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,4716-4804,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,1562-1655,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14165-14249,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,27982-28072,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14343-14428,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,25821-25911,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32427-32518,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31243-31330,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2803-2887,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2889-2973,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13627-13709,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14525-14613,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2453-2538,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,9546-9633,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,32817-32916,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2171-2269,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,16903-16991,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,2977-3062,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,15193-15282,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,28272-28365,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,18322-18408,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,31933-32023,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,30154-30242,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,24740-24828,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,13364-13450,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,14789-14884,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,26905-26993,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,34505-34596,Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,"16476-16511,16540-16596",Blood
A2ASS6,TITIN_MOUSE,48726,Immunoglobulin,33369-33450,Blood
