TaxonomyID,Segment,UniProt_ID,vFamilyID,vSuperfamily,vSCOP
1612661,NA,A0A0D3S036,50939,Sialidases,72-458
872290,NA,G9B9E0,50939,Sialidases,88-466
710473,NA,E7D4R1,50939,Sialidases,88-466
506350,NA,Q91MA2,50939,Sialidases,83-468
130763,NA,Q9W7Y7,50939,Sialidases,69-447
107423,NA,Q9IP58,50939,Sialidases,69-447
88104,NA,Q9IP56,50939,Sialidases,69-447
680692,NA,Q9IP55,50939,Sialidases,69-447
107424,NA,Q9IP54,50939,Sialidases,69-447
155222,NA,Q9WDD7,50939,Sialidases,69-447
155223,NA,Q9WDE5,50939,Sialidases,69-447
155224,NA,Q9WDE6,50939,Sialidases,69-447
155225,NA,Q9WDD9,50939,Sialidases,69-447
155226,NA,Q9WDE9,50939,Sialidases,69-447
155227,NA,Q9WDE0,50939,Sialidases,69-447
88103,NA,Q9WDE7,50939,Sialidases,70-447
155219,NA,Q9WDE2,50939,Sialidases,69-447
155220,NA,Q9WDF0,50939,Sialidases,69-447
88097,NA,Q9WDE1,50939,Sialidases,69-447
1088753,NA,G1UK24,50939,Sialidases,88-467
1088752,NA,G1UK19,50939,Sialidases,87-468
644289,NA,C5MQP8,50939,Sialidases,88-466
1429809,NA,V9TIV0,50939,Sialidases,88-466
1429810,NA,V9TGE1,50939,Sialidases,88-466
1429811,NA,V9THJ8,50939,Sialidases,88-466
1429812,NA,V9TFJ3,50939,Sialidases,88-466
352520,NA,Q9IGQ1,50939,Sialidases,88-466
1494073,NA,A0A088CBR8,50939,Sialidases,81-466
1465588,NA,A0A0A0PVP4,50939,Sialidases,81-466
383588,NA,Q1I2G0,50939,Sialidases,83-467
644884,NA,C4RSV2,50939,Sialidases,88-466
680693,NA,Q6VGI7,50939,Sialidases,83-470
643212,NA,C3PSV3,50939,Sialidases,88-466
381512,NA,Q7TG96,50939,Sialidases,88-467
379756,NA,Q76WJ1,50939,Sialidases,88-466
519082,NA,B2LVE1,50939,Sialidases,67-452
327172,NA,Q3M0T6,50939,Sialidases,88-467
382819,NA,E0AGI4,50939,Sialidases,70-230
381513,NA,Q8AZB6,50939,Sialidases,83-467
382825,NA,D8KS91,50939,Sialidases,83-467
211044,NA,P03468,50939,Sialidases,71-451
384493,NA,Q2VC95,50939,Sialidases,82-469
866353,NA,E2J3S4,50939,Sialidases,88-466
647100,NA,C5MRW1,50939,Sialidases,88-466
464623,NA,A7Y8A4,50939,Sialidases,88-457
1429813,NA,V9TJZ0,50939,Sialidases,88-466
437342,NA,A6M5L7,50939,Sialidases,88-466
666651,NA,C8CT27,50939,Sialidases,88-466
1176104,NA,J9URN6,50939,Sialidases,83-467
374443,NA,Q1G7M6,50939,Sialidases,88-466
374439,NA,Q1G7N7,50939,Sialidases,83-468
1068961,NA,G0KR30,50939,Sialidases,83-467
646491,NA,C5E529,50939,Sialidases,81-459
266827,NA,Q6Q793,50939,Sialidases,68-446
428669,NA,A5A5V8,50939,Sialidases,68-446
427773,NA,A5A5W0,50939,Sialidases,68-446
402526,NA,Q6XV63,50939,Sialidases,53-438
392809,NA,P03482,50939,Sialidases,83-467
284218,NA,Q6DPL2,50939,Sialidases,68-446
428668,NA,M1VM94,50939,Sialidases,68-446
381518,NA,P03470,50939,Sialidases,70-450
393902,NA,B4URC8,50939,Sialidases,83-467
132504,NA,Q0PDM4,50939,Sialidases,83-379
387139,M1,Q67157,48145,Influenza virus matrix protein M1,1-158
387139,M1,Q67157,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,165-235
1413188,M1,V5LUW6,48145,Influenza virus matrix protein M1,1-157
542615,M1,B5TA22,48145,Influenza virus matrix protein M1,1-158
542615,M1,B5TA22,47220,alpha-catenin/vinculin-like,161-228
476294,M1,B2VNK4,48145,Influenza virus matrix protein M1,1-158
476294,M1,B2VNK4,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,165-238
504904,M1,D5F1R2,48145,Influenza virus matrix protein M1,1-158
1460490,M1,W8NY93,48145,Influenza virus matrix protein M1,1-158
1460490,M1,W8NY93,47220,alpha-catenin/vinculin-like,161-228
641501,M1,C3W5Z1,48145,Influenza virus matrix protein M1,1-158
641501,M1,C3W5Z1,47220,alpha-catenin/vinculin-like,161-228
641809,M1,C3W5X4,48145,Influenza virus matrix protein M1,1-158
641809,M1,C3W5X4,47220,alpha-catenin/vinculin-like,161-228
1565433,M1,Q6B6H7,48145,Influenza virus matrix protein M1,1-158
1565433,M1,Q6B6H7,47220,alpha-catenin/vinculin-like,161-228
244949,M1,Q6W8Z1,48145,Influenza virus matrix protein M1,1-158
244949,M1,Q6W8Z1,47220,alpha-catenin/vinculin-like,161-228
542846,M1,B4ZGL0,48145,Influenza virus matrix protein M1,1-158
2026012,M1,A0A2D0ZAA7,48145,Influenza virus matrix protein M1,1-157
430432,M1,A4GXN2,48145,Influenza virus matrix protein M1,1-158
430432,M1,A4GXN2,47220,alpha-catenin/vinculin-like,161-228
432073,M1,Q5DL97,48145,Influenza virus matrix protein M1,1-158
432073,M1,Q5DL97,47220,alpha-catenin/vinculin-like,161-228
251307,M1,Q6VGH5,48145,Influenza virus matrix protein M1,1-158
251307,M1,Q6VGH5,47220,alpha-catenin/vinculin-like,161-228
560581,M1,L7NBR6,48145,Influenza virus matrix protein M1,1-157
560581,M1,L7NBR6,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,169-237
1954199,M1,A0A1X9JIG0,48145,Influenza virus matrix protein M1,1-158
320306,M1,Q2XT29,48145,Influenza virus matrix protein M1,1-158
320306,M1,Q2XT29,47220,alpha-catenin/vinculin-like,161-228
1608684,M1,A0A0X7YY11,48145,Influenza virus matrix protein M1,1-158
1608684,M1,A0A0X7YY11,47220,alpha-catenin/vinculin-like,161-228
1608679,M1,A0A0X7YRD1,48145,Influenza virus matrix protein M1,1-158
1608679,M1,A0A0X7YRD1,47220,alpha-catenin/vinculin-like,161-228
1608681,M1,A0A0X7YRU1,48145,Influenza virus matrix protein M1,1-158
1608681,M1,A0A0X7YRU1,47220,alpha-catenin/vinculin-like,161-228
274827,M1,Q6E410,48145,Influenza virus matrix protein M1,1-158
274827,M1,Q6E410,47220,alpha-catenin/vinculin-like,161-227
482239,M1,B0Z5K5,48145,Influenza virus matrix protein M1,1-158
482239,M1,B0Z5K5,47220,alpha-catenin/vinculin-like,161-227
274837,M1,Q6E400,48145,Influenza virus matrix protein M1,1-158
274837,M1,Q6E400,47220,alpha-catenin/vinculin-like,161-228
482240,M1,B0Z5L6,48145,Influenza virus matrix protein M1,1-158
482240,M1,B0Z5L6,47220,alpha-catenin/vinculin-like,161-227
274838,M1,Q6E3Z9,48145,Influenza virus matrix protein M1,1-158
274838,M1,Q6E3Z9,47220,alpha-catenin/vinculin-like,161-228
274840,M1,Q6E3Z8,48145,Influenza virus matrix protein M1,1-158
274840,M1,Q6E3Z8,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,169-237
1503700,M1,A0A2H4C076,48145,Influenza virus matrix protein M1,1-158
329182,M1,Q0A3X2,48145,Influenza virus matrix protein M1,1-158
329182,M1,Q0A3X2,47220,alpha-catenin/vinculin-like,161-228
307622,M1,Q5EML5,48145,Influenza virus matrix protein M1,1-158
307622,M1,Q5EML5,47220,alpha-catenin/vinculin-like,161-227
385580,M1,Q20P23,48145,Influenza virus matrix protein M1,1-158
385580,M1,Q20P23,47220,alpha-catenin/vinculin-like,161-228
326490,M1,Q4H2C9,48145,Influenza virus matrix protein M1,1-158
326490,M1,Q4H2C9,47220,alpha-catenin/vinculin-like,161-228
1855218,M1,A0A1B0YA44,48145,Influenza virus matrix protein M1,1-158
1855218,M1,A0A1B0YA44,47220,alpha-catenin/vinculin-like,161-228
1923885,M1,A0A1P8D5G3,48145,Influenza virus matrix protein M1,1-158
367120,M1,Q20MG6,48145,Influenza virus matrix protein M1,1-158
1608688,M1,A0A109NSV7,48145,Influenza virus matrix protein M1,1-158
1608688,M1,A0A109NSV7,47220,alpha-catenin/vinculin-like,161-228
226647,M1,Q80FV5,48145,Influenza virus matrix protein M1,1-158
872290,M1,G9B9E1,48145,Influenza virus matrix protein M1,1-158
872290,M1,G9B9E1,47220,alpha-catenin/vinculin-like,161-228
506350,M1,Q910N6,48145,Influenza virus matrix protein M1,1-158
130763,M1,Q77Y95,48145,Influenza virus matrix protein M1,1-157
130763,M1,Q77Y95,47220,alpha-catenin/vinculin-like,159-228
107423,M1,Q77RI3,48145,Influenza virus matrix protein M1,1-157
107423,M1,Q77RI3,47220,alpha-catenin/vinculin-like,159-228
88104,M1,Q9IP48,48145,Influenza virus matrix protein M1,1-157
88104,M1,Q9IP48,47220,alpha-catenin/vinculin-like,159-228
680692,M1,Q9IP47,48145,Influenza virus matrix protein M1,1-157
680692,M1,Q9IP47,47220,alpha-catenin/vinculin-like,159-228
107424,M1,Q9IBY4,48145,Influenza virus matrix protein M1,1-157
107424,M1,Q9IBY4,47220,alpha-catenin/vinculin-like,159-228
155222,M1,Q91U62,48145,Influenza virus matrix protein M1,1-105
155223,M1,Q91U60,48145,Influenza virus matrix protein M1,1-125
88103,M1,Q91U67,48145,Influenza virus matrix protein M1,1-157
88103,M1,Q91U67,47220,alpha-catenin/vinculin-like,159-228
155219,M1,Q77MD6,48145,Influenza virus matrix protein M1,1-157
155219,M1,Q77MD6,47220,alpha-catenin/vinculin-like,159-228
155220,M1,Q91U65,48145,Influenza virus matrix protein M1,1-157
88097,M1,Q910H2,48145,Influenza virus matrix protein M1,1-157
88097,M1,Q910H2,47220,alpha-catenin/vinculin-like,159-228
644289,M1,C5MQE9,48145,Influenza virus matrix protein M1,1-158
644289,M1,C5MQE9,47220,alpha-catenin/vinculin-like,161-228
1429809,M1,V9TFI2,48145,Influenza virus matrix protein M1,1-158
1429809,M1,V9TFI2,47220,alpha-catenin/vinculin-like,161-228
1429810,M1,V9THI9,48145,Influenza virus matrix protein M1,1-158
1429810,M1,V9THI9,47220,alpha-catenin/vinculin-like,161-228
1429811,M1,V9TJ20,48145,Influenza virus matrix protein M1,1-158
1429811,M1,V9TJ20,47220,alpha-catenin/vinculin-like,161-228
1429812,M1,V9TJX8,48145,Influenza virus matrix protein M1,1-158
1429812,M1,V9TJX8,47220,alpha-catenin/vinculin-like,161-228
990089,M1,M9QW77,48145,Influenza virus matrix protein M1,1-158
990089,M1,M9QW77,47220,alpha-catenin/vinculin-like,161-228
1494073,M1,A0A088CEA9,48145,Influenza virus matrix protein M1,1-158
1494073,M1,A0A088CEA9,47220,alpha-catenin/vinculin-like,161-228
1465588,M1,A0A0A0Q048,48145,Influenza virus matrix protein M1,1-158
383588,M1,Q67181,48145,Influenza virus matrix protein M1,1-158
383588,M1,Q67181,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,165-237
644882,M1,C4RST6,48145,Influenza virus matrix protein M1,1-158
644882,M1,C4RST6,47220,alpha-catenin/vinculin-like,161-228
644884,M1,C4RTW6,48145,Influenza virus matrix protein M1,1-158
644884,M1,C4RTW6,47220,alpha-catenin/vinculin-like,161-228
643780,M1,C3W6N0,48145,Influenza virus matrix protein M1,1-158
643780,M1,C3W6N0,47220,alpha-catenin/vinculin-like,161-228
645520,M1,C4RUB3,48145,Influenza virus matrix protein M1,1-158
645520,M1,C4RUB3,47220,alpha-catenin/vinculin-like,161-228
680693,M1,Q6VGH7,48145,Influenza virus matrix protein M1,1-158
680693,M1,Q6VGH7,47220,alpha-catenin/vinculin-like,161-228
643212,M1,C8XNX1,48145,Influenza virus matrix protein M1,1-158
643212,M1,C8XNX1,47220,alpha-catenin/vinculin-like,161-228
381512,M1,I7C1K3,48145,Influenza virus matrix protein M1,1-158
381512,M1,I7C1K3,47220,alpha-catenin/vinculin-like,161-231
379756,M1,C4LNC3,48145,Influenza virus matrix protein M1,1-158
379756,M1,C4LNC3,47220,alpha-catenin/vinculin-like,161-228
519082,M1,B2LVE3,48145,Influenza virus matrix protein M1,1-158
643960,M1,C5E520,48145,Influenza virus matrix protein M1,1-158
643960,M1,C5E520,47220,alpha-catenin/vinculin-like,161-228
327172,M1,Q3M0T7,48145,Influenza virus matrix protein M1,1-158
381513,M1,Q8B0A9,48145,Influenza virus matrix protein M1,2-118
381513,M1,Q8B0A9,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,140-195
382825,M1,Q8QV58,48145,Influenza virus matrix protein M1,1-158
211044,M1,P03485,48145,Influenza virus matrix protein M1,1-158
211044,M1,P03485,47220,alpha-catenin/vinculin-like,161-231
384493,M1,Q2VC89,48145,Influenza virus matrix protein M1,1-158
647100,M1,C5MRW7,48145,Influenza virus matrix protein M1,1-158
647100,M1,C5MRW7,47220,alpha-catenin/vinculin-like,161-228
464623,M1,B2VLV1,48145,Influenza virus matrix protein M1,1-158
1429813,M1,V9TGA7,48145,Influenza virus matrix protein M1,1-158
1429813,M1,V9TGA7,47220,alpha-catenin/vinculin-like,161-228
990090,M1,V9TFH1,48145,Influenza virus matrix protein M1,1-158
990090,M1,V9TFH1,47220,alpha-catenin/vinculin-like,161-228
437342,M1,A6M5L6,48145,Influenza virus matrix protein M1,1-158
437342,M1,A6M5L6,47220,alpha-catenin/vinculin-like,161-228
666651,M1,C8CT34,48145,Influenza virus matrix protein M1,1-158
1176104,M1,J9V4A4,48145,Influenza virus matrix protein M1,1-158
1176104,M1,J9V4A4,47220,alpha-catenin/vinculin-like,161-228
374443,M1,Q1G7M7,48145,Influenza virus matrix protein M1,1-158
374443,M1,Q1G7M7,47220,alpha-catenin/vinculin-like,161-228
374439,M1,Q1G7N8,48145,Influenza virus matrix protein M1,1-158
374439,M1,Q1G7N8,47220,alpha-catenin/vinculin-like,161-228
1068961,M1,Q77Q09,48145,Influenza virus matrix protein M1,1-158
1068961,M1,Q77Q09,47220,alpha-catenin/vinculin-like,161-228
644199,M1,C4ALH4,48145,Influenza virus matrix protein M1,1-158
644199,M1,C4ALH4,47220,alpha-catenin/vinculin-like,161-228
266827,M1,Q5QF23,48145,Influenza virus matrix protein M1,1-158
266827,M1,Q5QF23,47220,alpha-catenin/vinculin-like,161-228
428669,M1,A5A5S6,48145,Influenza virus matrix protein M1,1-158
428669,M1,A5A5S6,47220,alpha-catenin/vinculin-like,161-228
427773,M1,A5A5S0,48145,Influenza virus matrix protein M1,1-158
427773,M1,A5A5S0,47220,alpha-catenin/vinculin-like,161-228
402526,M1,Q0A2J6,48145,Influenza virus matrix protein M1,1-158
402526,M1,Q0A2J6,47220,alpha-catenin/vinculin-like,161-228
392809,M1,H9XII6,48145,Influenza virus matrix protein M1,1-158
284218,M1,Q6DPW4,48145,Influenza virus matrix protein M1,1-158
284218,M1,Q6DPW4,47220,alpha-catenin/vinculin-like,161-228
381518,M1,P05777,48145,Influenza virus matrix protein M1,1-158
393902,M1,Q0PEM7,48145,Influenza virus matrix protein M1,1-158
393902,M1,Q0PEM7,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,165-238
132504,M1,Q9IQ48,48145,Influenza virus matrix protein M1,1-158
132504,M1,Q9IQ48,58104,Methyl-accepting chemotaxis protein (MCP) signaling domain,165-235
387139,NS1,P69277,143021,Ns1 effector domain-like,79-204
387139,NS1,P69277,47060,S15/NS1 RNA-binding domain,1-70
542615,NS1,D6NET9,143021,Ns1 effector domain-like,79-205
542615,NS1,D6NET9,47060,S15/NS1 RNA-binding domain,1-70
476294,NS1,B6A6U7,143021,Ns1 effector domain-like,79-205
476294,NS1,B6A6U7,47060,S15/NS1 RNA-binding domain,1-70
504904,NS1,D5F1R4,143021,Ns1 effector domain-like,79-205
504904,NS1,D5F1R4,47060,S15/NS1 RNA-binding domain,1-70
1460490,NS1,W8NQA4,143021,Ns1 effector domain-like,79-205
1460490,NS1,W8NQA4,47060,S15/NS1 RNA-binding domain,1-69
641501,NS1,C3W5S7,143021,Ns1 effector domain-like,79-204
641501,NS1,C3W5S7,47060,S15/NS1 RNA-binding domain,1-70
641809,NS1,C3W611,143021,Ns1 effector domain-like,79-204
641809,NS1,C3W611,47060,S15/NS1 RNA-binding domain,1-70
542846,NS1,B4ZGL4,143021,Ns1 effector domain-like,79-204
542846,NS1,B4ZGL4,47060,S15/NS1 RNA-binding domain,1-70
2026012,NS1,A0A2D0YP89,143021,Ns1 effector domain-like,79-205
2026012,NS1,A0A2D0YP89,47060,S15/NS1 RNA-binding domain,1-70
430432,NS1,D1MKX3,143021,Ns1 effector domain-like,78-199
430432,NS1,D1MKX3,47060,S15/NS1 RNA-binding domain,1-70
432073,NS1,Q5DL90,143021,Ns1 effector domain-like,78-200
432073,NS1,Q5DL90,47060,S15/NS1 RNA-binding domain,1-70
251307,NS1,Q6VE52,143021,Ns1 effector domain-like,79-205
251307,NS1,Q6VE52,47060,S15/NS1 RNA-binding domain,1-70
560581,NS1,L7NBQ4,143021,Ns1 effector domain-like,79-204
560581,NS1,L7NBQ4,47060,S15/NS1 RNA-binding domain,1-70
1954199,NS1,A0A1X9JPF3,143021,Ns1 effector domain-like,79-205
1954199,NS1,A0A1X9JPF3,47060,S15/NS1 RNA-binding domain,1-70
320306,NS1,Q1W0Y7,143021,Ns1 effector domain-like,79-200
320306,NS1,Q1W0Y7,47060,S15/NS1 RNA-binding domain,1-70
1608684,NS1,A0A0X7YQ55,143021,Ns1 effector domain-like,78-200
1608684,NS1,A0A0X7YQ55,47060,S15/NS1 RNA-binding domain,1-70
1608679,NS1,A0A0X7YZI1,143021,Ns1 effector domain-like,78-200
1608679,NS1,A0A0X7YZI1,47060,S15/NS1 RNA-binding domain,1-69
1608681,NS1,A0A109NT14,143021,Ns1 effector domain-like,78-200
1608681,NS1,A0A109NT14,47060,S15/NS1 RNA-binding domain,1-70
274827,NS1,Q6E3U7,143021,Ns1 effector domain-like,79-205
274827,NS1,Q6E3U7,47060,S15/NS1 RNA-binding domain,1-70
482239,NS1,B0Z5K7,143021,Ns1 effector domain-like,79-205
482239,NS1,B0Z5K7,47060,S15/NS1 RNA-binding domain,1-70
274837,NS1,Q6E3T7,143021,Ns1 effector domain-like,78-200
274837,NS1,Q6E3T7,47060,S15/NS1 RNA-binding domain,1-70
482240,NS1,B0Z5L8,143021,Ns1 effector domain-like,79-205
482240,NS1,B0Z5L8,47060,S15/NS1 RNA-binding domain,1-70
274838,NS1,Q6E3T6,143021,Ns1 effector domain-like,78-200
274838,NS1,Q6E3T6,47060,S15/NS1 RNA-binding domain,1-70
274840,NS1,Q6E3T4,143021,Ns1 effector domain-like,79-205
274840,NS1,Q6E3T4,47060,S15/NS1 RNA-binding domain,1-70
1503700,NS1,A0A2H4C085,143021,Ns1 effector domain-like,79-200
1503700,NS1,A0A2H4C085,47060,S15/NS1 RNA-binding domain,1-70
329182,NS1,Q0A3W9,143021,Ns1 effector domain-like,79-205
329182,NS1,Q0A3W9,47060,S15/NS1 RNA-binding domain,1-70
307622,NS1,Q5EML4,143021,Ns1 effector domain-like,79-205
307622,NS1,Q5EML4,47060,S15/NS1 RNA-binding domain,1-70
385580,NS1,P08270,143021,Ns1 effector domain-like,76-202
385580,NS1,P08270,47060,S15/NS1 RNA-binding domain,1-67
326490,NS1,Q4H2C7,143021,Ns1 effector domain-like,78-200
326490,NS1,Q4H2C7,47060,S15/NS1 RNA-binding domain,1-70
1855218,NS1,A0A1B0YAA7,143021,Ns1 effector domain-like,79-205
1855218,NS1,A0A1B0YAA7,47060,S15/NS1 RNA-binding domain,1-69
1923885,NS1,A0A1P8D5I2,143021,Ns1 effector domain-like,78-200
1923885,NS1,A0A1P8D5I2,47060,S15/NS1 RNA-binding domain,1-70
367120,NS1,P03499,143021,Ns1 effector domain-like,79-202
367120,NS1,P03499,47060,S15/NS1 RNA-binding domain,1-70
1608688,NS1,A0A0X7YRV3,143021,Ns1 effector domain-like,78-200
1608688,NS1,A0A0X7YRV3,47060,S15/NS1 RNA-binding domain,1-70
1612661,NS1,A0A0D3S0M1,143021,Ns1 effector domain-like,78-200
1612661,NS1,A0A0D3S0M1,47060,S15/NS1 RNA-binding domain,1-70
226647,NS1,Q80FN4,143021,Ns1 effector domain-like,79-204
226647,NS1,Q80FN4,47060,S15/NS1 RNA-binding domain,1-70
872290,NS1,G9B9E3,143021,Ns1 effector domain-like,79-204
872290,NS1,G9B9E3,47060,S15/NS1 RNA-binding domain,1-70
710473,NS1,E7D4R4,143021,Ns1 effector domain-like,79-204
710473,NS1,E7D4R4,47060,S15/NS1 RNA-binding domain,1-70
506350,NS1,Q91MA0,143021,Ns1 effector domain-like,79-204
506350,NS1,Q91MA0,47060,S15/NS1 RNA-binding domain,1-70
130763,NS1,O56264,143021,Ns1 effector domain-like,79-205
130763,NS1,O56264,47060,S15/NS1 RNA-binding domain,1-70
107423,NS1,Q9INP1,143021,Ns1 effector domain-like,79-205
107423,NS1,Q9INP1,47060,S15/NS1 RNA-binding domain,1-70
88104,NS1,Q9IP45,143021,Ns1 effector domain-like,79-205
88104,NS1,Q9IP45,47060,S15/NS1 RNA-binding domain,1-70
680692,NS1,Q9IP43,143021,Ns1 effector domain-like,79-205
680692,NS1,Q9IP43,47060,S15/NS1 RNA-binding domain,1-70
107424,NS1,Q9INP0,143021,Ns1 effector domain-like,79-205
107424,NS1,Q9INP0,47060,S15/NS1 RNA-binding domain,1-70
155222,NS1,Q91UK6,47060,S15/NS1 RNA-binding domain,1-65
155222,NS1,Q91UK6,143021,Ns1 effector domain-like,74-119
155223,NS1,Q91U20,47060,S15/NS1 RNA-binding domain,1-68
155223,NS1,Q91U20,143021,Ns1 effector domain-like,77-106
155224,NS1,Q91U18,47060,S15/NS1 RNA-binding domain,1-68
155224,NS1,Q91U18,143021,Ns1 effector domain-like,77-96
155225,NS1,Q91UK5,47060,S15/NS1 RNA-binding domain,1-62
155225,NS1,Q91UK5,143021,Ns1 effector domain-like,71-88
155226,NS1,Q91U28,143021,Ns1 effector domain-like,79-205
155226,NS1,Q91U28,47060,S15/NS1 RNA-binding domain,1-70
155227,NS1,Q91U17,143021,Ns1 effector domain-like,1-88
88103,NS1,Q91U26,143021,Ns1 effector domain-like,79-205
88103,NS1,Q91U26,47060,S15/NS1 RNA-binding domain,1-70
155219,NS1,Q91U25,143021,Ns1 effector domain-like,79-205
155219,NS1,Q91U25,47060,S15/NS1 RNA-binding domain,1-70
155220,NS1,Q91U23,143021,Ns1 effector domain-like,79-205
155220,NS1,Q91U23,47060,S15/NS1 RNA-binding domain,1-70
88097,NS1,Q91U22,143021,Ns1 effector domain-like,79-205
88097,NS1,Q91U22,47060,S15/NS1 RNA-binding domain,1-70
644289,NS1,C5MQF1,143021,Ns1 effector domain-like,79-204
644289,NS1,C5MQF1,47060,S15/NS1 RNA-binding domain,1-70
1429809,NS1,V9TG82,143021,Ns1 effector domain-like,79-204
1429809,NS1,V9TG82,47060,S15/NS1 RNA-binding domain,1-70
1429810,NS1,V9TFP2,143021,Ns1 effector domain-like,79-204
1429810,NS1,V9TFP2,47060,S15/NS1 RNA-binding domain,1-70
1429811,NS1,V9TK60,143021,Ns1 effector domain-like,79-204
1429811,NS1,V9TK60,47060,S15/NS1 RNA-binding domain,1-70
1429812,NS1,V9THG1,143021,Ns1 effector domain-like,79-204
1429812,NS1,V9THG1,47060,S15/NS1 RNA-binding domain,1-70
990089,NS1,M9QV15,143021,Ns1 effector domain-like,79-204
990089,NS1,M9QV15,47060,S15/NS1 RNA-binding domain,1-70
352520,NS1,Q20P33,143021,Ns1 effector domain-like,79-205
352520,NS1,Q20P33,47060,S15/NS1 RNA-binding domain,1-70
1494073,NS1,A0A088CC48,143021,Ns1 effector domain-like,79-205
1494073,NS1,A0A088CC48,47060,S15/NS1 RNA-binding domain,1-69
1465588,NS1,A0A0A0PU41,143021,Ns1 effector domain-like,79-205
1465588,NS1,A0A0A0PU41,47060,S15/NS1 RNA-binding domain,1-70
383588,NS1,Q1I2F7,143021,Ns1 effector domain-like,79-204
383588,NS1,Q1I2F7,47060,S15/NS1 RNA-binding domain,1-70
644882,NS1,C4RST7,143021,Ns1 effector domain-like,79-204
644882,NS1,C4RST7,47060,S15/NS1 RNA-binding domain,1-70
644884,NS1,C7FHA7,143021,Ns1 effector domain-like,79-204
644884,NS1,C7FHA7,47060,S15/NS1 RNA-binding domain,1-70
643780,NS1,C3W6P2,143021,Ns1 effector domain-like,79-204
643780,NS1,C3W6P2,47060,S15/NS1 RNA-binding domain,1-70
645520,NS1,C4RUB6,143021,Ns1 effector domain-like,79-204
645520,NS1,C4RUB6,47060,S15/NS1 RNA-binding domain,1-70
680693,NS1,Q6VE54,143021,Ns1 effector domain-like,79-205
680693,NS1,Q6VE54,47060,S15/NS1 RNA-binding domain,1-70
643212,NS1,C8XNX3,143021,Ns1 effector domain-like,79-204
643212,NS1,C8XNX3,47060,S15/NS1 RNA-binding domain,1-70
381512,NS1,I7DBQ0,143021,Ns1 effector domain-like,79-205
381512,NS1,I7DBQ0,47060,S15/NS1 RNA-binding domain,1-70
379756,NS1,C4LNC7,143021,Ns1 effector domain-like,79-205
379756,NS1,C4LNC7,47060,S15/NS1 RNA-binding domain,1-70
519082,NS1,B2LVE5,143021,Ns1 effector domain-like,79-204
519082,NS1,B2LVE5,47060,S15/NS1 RNA-binding domain,1-70
643960,NS1,C5E524,143021,Ns1 effector domain-like,79-204
643960,NS1,C5E524,47060,S15/NS1 RNA-binding domain,1-70
327172,NS1,Q3M0T3,143021,Ns1 effector domain-like,79-205
327172,NS1,Q3M0T3,47060,S15/NS1 RNA-binding domain,1-70
382819,NS1,Q67249,143021,Ns1 effector domain-like,79-204
382819,NS1,Q67249,47060,S15/NS1 RNA-binding domain,1-70
381513,NS1,Q1NZ43,143021,Ns1 effector domain-like,79-205
381513,NS1,Q1NZ43,47060,S15/NS1 RNA-binding domain,1-70
382825,NS1,D8KS94,143021,Ns1 effector domain-like,79-204
382825,NS1,D8KS94,47060,S15/NS1 RNA-binding domain,1-70
211044,NS1,P03496,143021,Ns1 effector domain-like,79-205
211044,NS1,P03496,47060,S15/NS1 RNA-binding domain,1-70
384493,NS1,Q2VC87,143021,Ns1 effector domain-like,79-205
384493,NS1,Q2VC87,47060,S15/NS1 RNA-binding domain,1-70
647100,NS1,C5MRW9,143021,Ns1 effector domain-like,79-204
647100,NS1,C5MRW9,47060,S15/NS1 RNA-binding domain,1-70
1429813,NS1,V9TIX6,143021,Ns1 effector domain-like,79-204
1429813,NS1,V9TIX6,47060,S15/NS1 RNA-binding domain,1-70
990090,NS1,V9TG68,143021,Ns1 effector domain-like,79-204
990090,NS1,V9TG68,47060,S15/NS1 RNA-binding domain,1-70
437342,NS1,A6M5M0,143021,Ns1 effector domain-like,79-205
437342,NS1,A6M5M0,47060,S15/NS1 RNA-binding domain,1-70
666651,NS1,C8CT36,143021,Ns1 effector domain-like,79-204
666651,NS1,C8CT36,47060,S15/NS1 RNA-binding domain,1-69
1176104,NS1,J9V889,143021,Ns1 effector domain-like,79-205
1176104,NS1,J9V889,47060,S15/NS1 RNA-binding domain,1-70
374443,NS1,Q1G7M3,143021,Ns1 effector domain-like,79-205
374443,NS1,Q1G7M3,47060,S15/NS1 RNA-binding domain,1-70
374439,NS1,Q1G7N4,143021,Ns1 effector domain-like,79-205
374439,NS1,Q1G7N4,47060,S15/NS1 RNA-binding domain,1-70
1068961,NS1,Q77Q07,143021,Ns1 effector domain-like,79-204
1068961,NS1,Q77Q07,47060,S15/NS1 RNA-binding domain,1-70
644199,NS1,C4ALH1,143021,Ns1 effector domain-like,79-204
644199,NS1,C4ALH1,47060,S15/NS1 RNA-binding domain,1-70
266827,NS1,Q5L4F5,143021,Ns1 effector domain-like,78-200
266827,NS1,Q5L4F5,47060,S15/NS1 RNA-binding domain,1-70
428669,NS1,A5A5U5,143021,Ns1 effector domain-like,78-200
